1.0 1.0 0.99 1.0 0.99 0.98 0.97 0.98 0.97 0.98 0.97 0.97 0.96 0.95 0.95 0.93 0.91 0.91 0.91 0.91 0.91 0.94 0.94 0.94 0.94 0.89 0.9 0.88 0.87 0.89 0.88 0.84 0.86 0.86 0.85 0.85 0.86 0.85 0.86 0.87 0.87 0.86 0.85 0.84 0.83 0.83 0.86 0.85 0.86 0.87 0.84 0.84 0.82 0.83 0.81 0.78 0.77 0.77 0.77 0.78 0.77 0.79 0.78 0.77 0.76 0.77 0.79 0.8 0.77 0.77 0.77 0.76 0.74 0.75 0.75 0.73 0.74 0.71 0.7 0.73 0.73 0.72 0.72 0.73 0.76 0.75 0.72 0.72 0.77 0.78 0.76 0.79 0.82 0.84 0.87 0.89 0.9 0.94 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.94 0.92 0.89 0.86 0.87 0.87 0.89 0.89 0.85 0.82 0.81 0.79 0.79 0.79 0.78 0.77 0.76 0.76 0.73 0.68 0.63 0.64 0.63 0.64 0.63 0.63 0.57 0.54 0.49 0.44 0.41 0.37 0.38 0.34 0.33 0.42 0.44 0.52 0.65 0.71 0.68 0.68 0.62 0.68 0.72 0.91 0.94 0.94 0.97 0.98 0.98 0.97 0.97 0.97 0.97 0.98 0.98 0.99 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.7760066666666666 0.0744004814319108 9.46
1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.99 1.0 1.0 1.0 0.99 0.98 0.96 0.98 0.96 0.9 0.86 0.78 0.73 0.61 0.52 0.5 0.59 0.57 0.55 0.52 0.52 0.52 0.55 0.56 0.64 0.66 0.68 0.68 0.69 0.7 0.67 0.66 0.67 0.7 0.72 0.74 0.74 0.76 0.77 0.78 0.78 0.8 0.81 0.89 0.93 0.96 0.96 0.97 0.96 0.97 0.97 0.97 0.96 0.97 0.97 0.97 0.97 0.96 0.96 0.97 0.96 0.97 0.97 0.98 0.97 0.98 0.91 0.84 0.83 0.8 0.8 0.77 0.8 0.81 0.8 0.79 0.81 0.88 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.91 0.89 0.89 0.88 0.88 0.84 0.84 0.83 0.83 0.83 0.83 0.84 0.83 0.85 0.86 0.88 0.87 0.9 0.92 0.93 0.93 0.95 0.94 0.94 0.94 0.94 0.95 0.94 0.94 0.93 0.92 0.89 0.86 0.84 0.83 0.83 0.81 0.81 0.81 0.8 0.79 0.78 0.78 0.77 0.77 0.77 0.76 0.75 0.76 0.75 0.74 0.74 0.73 0.72 0.67 0.69 0.69 0.68 0.7 0.7 0.71 0.72 0.72 0.72 0.72 0.72 0.71 0.75 0.8 0.85 0.88 0.87 0.88 0.91 0.93 0.93 0.93 0.92 0.94 0.96 0.94 0.94 0.94 0.93 0.95 0.95 0.94 0.93 0.94 0.94 0.95 0.99 1.0 1.0 1.0 0.99 1.0 1.0 1.0 1.0 0.653347450980392 0.057093315909880815 7.06
1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.97 0.87 0.88 0.85 0.79 0.86 0.86 0.89 0.86 0.83 0.8 0.77 0.76 0.74 0.73 0.74 0.71 0.68 0.7 0.63 0.67 0.7 0.68 0.73 0.74 0.73 0.71 0.67 0.66 0.64 0.63 0.61 0.63 0.73 0.7 0.68 0.65 0.61 0.68 0.69 0.66 0.64 0.64 0.7 0.69 0.67 0.63 0.62 0.6 0.63 0.65 0.62 0.57 0.4 0.35 0.31 0.34 0.4 0.49 0.51 0.49 0.6 0.68 0.79 0.74 0.66 0.62 0.57 0.51 0.9 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.978021978021978 0.9120879120879121 0.9010989010989011 0.8571428571428571 0.8351648351648352 0.8681318681318682 0.9340659340659341 0.9120879120879121 0.8791208791208791 0.8461538461538461 0.7912087912087912 0.7802197802197802 0.7692307692307693 0.7472527472527473 0.7142857142857143 0.7142857142857143 0.7362637362637363 0.7802197802197802 0.7802197802197802 0.8021978021978022 0.8571428571428571 0.8461538461538461 0.8461538461538461 0.8351648351648352 0.8571428571428571 0.8351648351648352 0.8241758241758241 0.8241758241758241 0.8571428571428571 0.8461538461538461 0.8461538461538461 0.8571428571428571 0.8681318681318682 0.8681318681318682 0.8681318681318682 0.8351648351648352 0.8131868131868132 0.8131868131868132 0.8021978021978022 0.8131868131868132 0.7032967032967034 0.7472527472527473 0.7802197802197802 0.8021978021978022 0.8241758241758241 0.8461538461538461 0.8461538461538461 0.9010989010989011 0.9010989010989011 0.9010989010989011 0.9120879120879121 0.9340659340659341 0.9120879120879121 0.8461538461538461 0.8351648351648352 0.8571428571428571 0.8901098901098901 0.945054945054945 0.945054945054945 0.8901098901098901 0.8571428571428571 0.8681318681318682 0.8241758241758241 0.9010989010989011 0.9340659340659341 0.9120879120879121 0.9010989010989011 0.945054945054945 0.9120879120879121 0.8461538461538461 0.8241758241758241 0.7362637362637363 0.7802197802197802 0.8461538461538461 0.9010989010989011 0.9010989010989011 0.9230769230769231 0.9230769230769231 0.9560439560439561 0.9340659340659341 0.945054945054945 0.8901098901098901 0.8461538461538461 0.8351648351648352 0.8571428571428571 0.8571428571428571 0.8241758241758241 0.8021978021978022 0.7472527472527473 0.7582417582417582 0.7582417582417582 0.8131868131868132 0.8241758241758241 0.8241758241758241 0.8681318681318682 0.8241758241758241 0.7912087912087912 0.7802197802197802 0.7252747252747253 0.6499709803921568 0.09922025290642061 17.01
1.0 1.0 1.0 1.0 1.0 1.0 0.86 0.84 0.82 0.78 0.79 0.81 0.79 0.81 0.83 0.82 0.84 0.86 0.84 0.84 0.87 0.87 0.84 0.88 0.89 0.89 0.89 0.88 0.87 0.87 0.86 0.87 0.86 0.85 0.85 0.86 0.86 0.85 0.86 0.85 0.84 0.84 0.84 0.85 0.83 0.83 0.8 0.77 0.75 0.79 0.82 0.84 0.84 0.83 0.82 0.81 0.8 0.81 0.8 0.8 0.8 0.79 0.8 0.79 0.79 0.78 0.78 0.74 0.73 0.81 0.82 0.82 0.83 0.83 0.8 0.78 0.77 0.75 0.85 0.89 0.89 0.9 0.91 0.94 0.94 0.97 0.98 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.98 0.96 0.95 0.94 0.92 0.9 0.89 0.89 0.9 0.89 0.91 0.91 0.89 0.88 0.86 0.85 0.84 0.82 0.82 0.8 0.78 0.77 0.76 0.75 0.73 0.72 0.71 0.71 0.72 0.76 0.77 0.75 0.74 0.73 0.71 0.71 0.73 0.74 0.74 0.76 0.82 0.81 0.77 0.73 0.78 0.77 0.73 0.73 0.7 0.7 0.77 0.8 0.81 0.82 0.84 0.88 0.9 0.9 0.9 0.89 0.89 0.9 0.89 0.91 0.91 0.92 0.93 0.92 0.93 0.93 0.93 0.93 0.93 0.93 0.92 0.92 0.93 0.93 0.93 0.93 0.94 0.95 0.95 0.95 0.95 0.96 0.96 0.96 0.99 1.0 1.0 1.0 0.99 0.99 1.0 1.0 1.0 1.0 0.5932160784313726 0.043778487443137254 7.489999999999999
1.0 1.0 0.99 0.85 0.79 0.75 0.75 0.75 0.78 0.8 0.8 0.79 0.74 0.74 0.81 0.85 0.82 0.77 0.8 0.82 0.78 0.81 0.8 0.81 0.78 0.8 0.82 0.82 0.8 0.82 0.87 0.84 0.78 0.74 0.74 0.69 0.71 0.75 0.75 0.75 0.75 0.76 0.78 0.81 0.79 0.73 0.59 0.55 0.63 0.68 0.68 0.66 0.68 0.67 0.61 0.57 0.61 0.68 0.68 0.68 0.73 0.72 0.72 0.71 0.73 0.73 0.7 0.71 0.73 0.72 0.73 0.7 0.68 0.73 0.75 0.82 0.79 0.83 0.8 0.79 0.74 0.75 0.77 0.78 0.79 0.74 0.74 0.75 0.71 0.68 0.7 0.78 0.88 0.91 0.9 0.92 0.97 0.97 0.93 0.97 1.0 1.0 1.0 1.0 1.0 0.95 0.89 0.84 0.85 0.92 0.92 0.95 0.92 0.93 0.92 0.93 0.92 0.95 0.9 0.85 0.81 0.79 0.71 0.66 0.66 0.66 0.65 0.65 0.7 0.73 0.79 0.81 0.82 0.81 0.8 0.72 0.7 0.76 0.78 0.77 0.76 0.73 0.69 0.74 0.76 0.7 0.69 0.73 0.76 0.78 0.67 0.66 0.76 0.79 0.85 0.82 0.74 0.68 0.61 0.65 0.77 0.74 0.72 0.72 0.72 0.76 0.75 0.66 0.64 0.56 0.39 0.44 0.58 0.74 0.6 0.62 0.66 0.64 0.68 0.71 0.7 0.71 0.65 0.63 0.62 0.54 0.47 0.51 0.54 0.68 0.82 0.92 1.0 0.98 0.99 1.0 1.0 1.0 1.0 1.0 0.6289325490196079 0.060633129829450204 23.89
0.95 0.92 0.93 0.97 0.97 0.93 0.94 0.94 0.96 0.95 0.97 0.97 0.97 0.97 0.99 0.99 0.98 0.98 0.98 0.98 0.97 0.97 0.98 0.98 0.98 0.98 0.99 0.97 0.98 0.98 0.98 0.97 0.98 0.97 0.98 0.98 0.98 0.98 0.98 0.97 0.97 0.98 0.98 0.97 0.97 0.96 0.98 0.97 0.96 0.96 0.97 0.96 0.97 0.96 0.96 0.84 0.69 0.56 0.5 0.48 0.52 0.52 0.53 0.62 0.67 0.58 0.65 0.66 0.6 0.61 0.64 0.7 0.76 0.74 0.7 0.67 0.67 0.75 0.76 0.78 0.85 0.78 0.81 0.84 0.87 0.9 0.91 0.89 0.91 0.91 0.85 0.76 0.76 0.74 0.75 0.78 0.91 0.95 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.97 0.86 0.76 0.78 0.82 0.85 0.85 0.87 0.85 0.86 0.86 0.83 0.76 0.72 0.77 0.8 0.85 0.88 0.86 0.87 0.88 0.89 0.87 0.86 0.84 0.84 0.82 0.84 0.83 0.83 0.82 0.79 0.79 0.78 0.75 0.74 0.8 0.79 0.77 0.72 0.71 0.72 0.72 0.75 0.75 0.79 0.76 0.78 0.78 0.74 0.74 0.72 0.71 0.71 0.68 0.67 0.71 0.73 0.73 0.74 0.83 0.84 0.88 0.92 0.94 0.95 0.98 0.98 0.96 0.94 0.95 0.96 1.0 0.99 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.6997521568627452 0.05477056525582468 12.049999999999999
1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.99 0.93 0.96 0.96 0.96 0.98 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.99 0.99 0.99 0.96 0.95 0.94 0.96 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.7400552941176471 0.05008062992987313 0.27
1.0 0.97 0.93 0.9 0.89 0.88 0.89 0.89 0.89 0.9 0.9 0.9 0.91 0.92 0.92 0.93 0.94 0.94 0.93 0.94 0.93 0.93 0.93 0.93 0.93 0.92 0.93 0.92 0.91 0.89 0.85 0.83 0.83 0.83 0.85 0.85 0.9 0.91 0.9 0.89 0.89 0.88 0.87 0.86 0.85 0.86 0.89 0.89 0.89 0.89 0.89 0.87 0.85 0.85 0.85 0.86 0.86 0.86 0.84 0.81 0.81 0.81 0.81 0.81 0.82 0.82 0.82 0.81 0.78 0.77 0.77 0.77 0.78 0.8 0.8 0.82 0.82 0.82 0.83 0.84 0.85 0.84 0.84 0.86 0.87 0.9 0.93 0.92 0.91 0.91 0.91 0.94 0.94 0.94 0.93 0.94 0.94 0.95 0.96 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.77 0.69 0.62 0.54 0.46 0.43 0.42 0.37 0.3 0.27 0.23 0.3 0.34 0.36 0.4 0.52 0.56 0.6 0.6 0.74 0.79 0.82 0.83 0.84 0.85 0.89 0.89 0.89 0.9 0.91 0.93 0.94 0.96 0.97 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.8419294117647059 0.0785504980545944 6.34
1.0 1.0 1.0 1.0 0.96 0.85 0.79 0.74 0.7 0.67 0.64 0.61 0.58 0.56 0.55 0.52 0.5 0.48 0.46 0.45 0.43 0.42 0.41 0.39 0.38 0.37 0.36 0.35 0.33 0.33 0.32 0.31 0.31 0.31 0.3 0.3 0.29 0.29 0.28 0.28 0.27 0.27 0.27 0.26 0.26 0.26 0.26 0.27 0.26 0.26 0.26 0.26 0.27 0.27 0.27 0.27 0.28 0.28 0.28 0.28 0.29 0.29 0.3 0.31 0.31 0.32 0.33 0.34 0.34 0.35 0.36 0.36 0.38 0.38 0.39 0.4 0.41 0.42 0.43 0.44 0.45 0.46 0.48 0.48 0.5 0.52 0.53 0.55 0.57 0.59 0.61 0.63 0.67 0.7 0.75 0.79 0.85 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.85 0.77 0.71 0.66 0.62 0.58 0.54 0.51 0.47 0.45 0.42 0.4 0.38 0.36 0.34 0.32 0.3 0.28 0.26 0.25 0.24 0.22 0.21 0.21 0.19 0.18 0.16 0.16 0.15 0.14 0.13 0.13 0.12 0.12 0.11 0.11 0.1 0.1 0.1 0.09 0.09 0.09 0.08 0.08 0.09 0.09 0.09 0.1 0.09 0.1 0.1 0.11 0.12 0.13 0.13 0.14 0.15 0.17 0.18 0.19 0.22 0.23 0.26 0.28 0.31 0.35 0.39 0.42 0.46 0.5 0.54 0.58 0.64 0.71 0.81 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.47535490196078434 0.14416020391772394 6.5600000000000005
1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.97 0.96 0.95 0.94 0.93 0.93 0.94 0.93 0.93 0.93 0.92 0.92 0.93 0.92 0.92 0.92 0.92 0.92 0.89 0.88 0.89 0.9 0.91 0.92 0.93 0.94 0.94 0.94 0.94 0.94 0.93 0.93 0.93 0.93 0.93 0.92 0.91 0.91 0.91 0.91 0.9 0.9 0.9 0.89 0.88 0.89 0.88 0.86 0.86 0.85 0.84 0.84 0.82 0.81 0.81 0.78 0.77 0.77 0.76 0.77 0.74 0.75 0.75 0.75 0.75 0.74 0.75 0.78 0.81 0.83 0.84 0.85 0.86 0.88 0.91 0.93 0.97 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.99 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.83 0.71 0.51 0.45 0.4 0.38 0.35 0.34 0.43 0.49 0.65 0.73 0.74 0.74 0.77 0.79 0.81 0.8 0.81 0.8 0.82 0.81 0.81 0.81 0.83 0.84 0.84 0.84 0.86 0.89 0.92 0.94 0.97 0.99 1.0 1.0 1.0 0.99 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.8062780392156863 0.05491414716170705 4.8
