redness,elongation,fruit
8.429611650485437,1.4032012759326986,1.0
42.89607843137255,1.7032009898154288,1.0
56.354066985645936,1.5508105645577395,1.0
-10.528846153846153,1.7773426521360935,1.0
-17.131386861313867,2.047174441534352,1.0
36.041666666666664,1.4139561143744013,1.0
34.744932432432435,1.2379057682280559,1.0
1.8179190751445087,1.0839275628229141,1.0
3.34106529209622,1.0972000640347488,1.0
-3.331818181818182,1.0990214783587027,1.0
19.206586826347305,1.1929833096456894,1.0
-3.399336283185841,1.1131527354347428,1.0
5.9324324324324325,1.2400869777306869,1.0
-16.731770833333332,1.2505105129037004,1.0
33.653333333333336,1.4046093148761665,1.0
12.918282548476455,1.629418218016982,1.0
20.26775956284153,1.5712760761383704,1.0
22.501968503937007,1.0008196024038916,1.0
13.53466796875,1.0,1.0
85.55675675675676,1.1995877225742417,1.0
28.12,1.2530447863851135,1.0
29.58100558659218,2.406687041310892,1.0
52.153266331658294,1.162899026696208,1.0
24.101382488479263,1.802824440783159,1.0
54.72654690618762,1.285761533780483,1.0
8.313118811881187,1.087640155441763,1.0
35.29032258064516,1.59461332684141,1.0
34.98076923076923,1.3926797541028844,1.0
14.209882583170254,1.0004160012166265,1.0
41.721556886227546,1.3509314493643203,1.0
9.650943396226415,3.86975910678401,1.0
18.836569579288025,1.1794385916742052,1.0
17.815656565656564,1.0430181025030822,1.0
25.063291139240505,1.0804980200981715,1.0
13.55615234375,1.0,1.0
12.216845878136201,1.1305904574270025,1.0
14.702643171806168,1.3661894784003519,1.0
13.3155,1.0288576949760115,1.0
6.430921052631579,1.1736276103488743,1.0
-33.998168498168496,1.2780773895166548,1.0
29.604444444444443,1.1011218258345168,1.0
17.899709302325583,1.1583596928639481,1.0
-7.533653846153846,1.7218571019856013,1.0
8.616666666666667,1.1090151909469435,1.0
12.78888888888889,1.231625735170538,1.0
37.41919191919192,2.0620486156023516,1.0
10.059938524590164,1.050283066780485,1.0
13.522972972972973,1.4106428658296088,1.0
11.4970703125,1.0,1.0
4.811827956989247,1.544860444463502,1.0
13.137826961770624,1.0624930798383283,1.0
-11.279411764705882,1.2671603877165853,1.0
3.8773946360153255,1.1234874017836796,1.0
12.77891156462585,1.952085572797023,1.0
10.478941034897714,1.2117528295795592,1.0
16.031311154598825,1.0020078924795472,1.0
15.52247191011236,1.408664390113838,1.0
-5.183908045977011,1.738883965763193,1.0
26.0,2.432493218776822,1.0
20.1175580221998,1.008425219521735,1.0
-3.084862385321101,1.7514027153810752,1.0
-1.6153846153846154,3.0691287623781025,1.0
-1.8101851851851851,1.4471666745986254,1.0
13.534838076545633,1.0016176450456107,1.0
0.1875,1.1051387708398082,1.0
47.84567901234568,1.4292146011865057,1.0
17.855614973262032,1.7857876441954619,1.0
28.04591836734694,1.0679363324686997,1.0
4.522471910112359,1.5199699908840618,1.0
-9.480861244019138,1.2551538230125137,1.0
61.05281690140845,2.4899949774965937,1.0
-12.955555555555556,1.5893103209071133,1.0
4.896428571428571,1.0477988554539435,1.0
17.724137931034484,1.5059136589174367,1.0
15.424870466321243,1.4180167761895879,1.0
2.2295454545454545,1.2935187229356526,1.0
-1.7590361445783131,1.4489004320651335,1.0
22.00398406374502,1.021621039023926,1.0
0.34415584415584416,2.7592116239088424,1.0
16.627565982404693,1.0000487360869508,1.0
21.751953125,1.0,1.0
-12.951149425287356,1.8216431011889545,1.0
9.212846347607053,1.1014175978017775,1.0
6.177606177606178,1.7158555281160253,1.0
-15.052966101694915,1.5774236449488375,1.0
6.6471698113207545,1.2155614943936157,1.0
14.858267716535433,1.302214803473269,1.0
14.115168539325843,1.2183176348150082,1.0
-0.9938524590163934,1.5109092580819945,1.0
30.767857142857142,1.3370153051315117,1.0
22.509313725490195,1.002240962110493,1.0
36.95046082949309,1.0779627049121379,1.0
41.18429487179487,1.3110312698035795,1.0
53.506711409395976,1.1959755638139793,1.0
0.815068493150685,1.731171017882134,1.0
22.6055900621118,1.281563757321608,1.0
-6.046979865771812,1.6389427669021528,1.0
-8.025641025641026,1.096803377693729,1.0
-11.442553191489361,1.1947761693693995,1.0
1.4195402298850575,1.8677285477284857,1.0
9.460176991150442,1.2742829353168434,1.0
-13.003184713375797,1.3339014546818642,1.0
26.01839464882943,1.0242690574830746,1.0
11.53528773072747,1.0414895360526224,1.0
19.252866972477065,1.0191189387815156,1.0
27.861842105263158,1.4191178087180878,1.0
39.55721393034826,1.771633513692046,1.0
38.15756302521008,1.1702883741437178,1.0
17.58282208588957,1.5756171473599854,1.0
-5.920572916666667,1.1848901946891321,1.0
5.115023474178404,1.444203493629217,1.0
-5.676755447941889,1.1143492575211509,1.0
12.901444788441692,1.0381835727879318,1.0
19.903846153846153,1.0190898431125897,1.0
10.195522388059702,1.1140844576510858,1.0
35.6752808988764,1.3488508533362287,1.0
22.27249488752556,1.0111759522495947,1.0
15.011450381679388,2.424914041355466,1.0
-3.4,1.35051152495963,1.0
21.810267857142858,1.6151804505053369,1.0
9.634703196347031,1.398447719313853,1.0
-7.691780821917808,1.7328194287934184,1.0
32.103125,1.1391875690436755,1.0
31.189393939393938,1.2698456744066753,1.0
21.816326530612244,1.07115152823899,1.0
42.27554179566563,1.179413880369548,1.0
-5.685,1.228590772069406,1.0
25.209382151029747,1.038541533961495,1.0
7.832644628099174,1.1023113765225139,1.0
28.627551020408163,1.3356977922278372,1.0
-0.725130890052356,1.299175449277825,1.0
15.376288659793815,1.4429056835408804,1.0
11.796770601336302,1.1764738478667691,1.0
3.735483870967742,1.203517190406023,1.0
0.53,1.5936458895426986,1.0
-23.33411214953271,1.2637653211105828,1.0
36.769067796610166,1.086940965929414,1.0
3.913846153846154,1.2325397433084688,1.0
5.673333333333333,1.2091297893098454,1.0
29.515151515151516,1.373308693468969,1.0
24.385714285714286,1.1954512716856196,1.0
12.837988826815643,1.0909369457324294,1.0
35.93491124260355,1.3483878223029042,1.0
17.668181818181818,1.0767091576187604,1.0
-2.0526315789473686,1.1937670641406213,1.0
10.07356608478803,1.0477600825591,1.0
0.6563876651982379,1.0579533759562936,1.0
-1.3076923076923077,1.1995503352483485,1.0
4.075079872204473,1.1527231849454114,1.0
27.096774193548388,1.3247203013237572,1.0
-7.69205298013245,1.9183693303640184,1.0
20.424107142857142,1.1762403753651243,1.0
15.131396957123098,1.091318910877876,1.0
13.1657223796034,1.5001038894884455,1.0
39.73972602739726,2.869870390587626,1.0
38.797665369649806,1.2162574669352868,1.0
4.261160714285714,1.6489707762195247,1.0
-14.135593220338983,1.4323018579916755,1.0
12.279187817258883,1.285495870669473,1.0
2.6164383561643834,1.1706536765022113,1.0
36.300970873786405,1.248576925044828,1.0
23.766318537859007,1.2713091362531304,1.0
25.564569536423843,1.1614279419803966,1.0
-23.428571428571427,1.211827853160133,1.0
-3.8029661016949152,1.310369138640955,1.0
14.590284592737978,1.0013853760544875,1.0
-4.578125,1.367872956487313,1.0
14.042857142857143,1.5052301926064535,1.0
19.879432624113477,1.7039648722297078,1.0
8.708510638297872,2.1381567379141537,1.0
17.494579945799458,1.1941901768632066,1.0
16.908695652173915,1.4869116913067304,1.0
18.534313725490197,1.3581868807441244,1.0
-14.19496855345912,2.000166732738739,1.0
31.216947115384617,1.0056370056811264,1.0
-8.6,1.3057829201943238,1.0
-31.28125,1.3742245296406264,1.0
-47.04545454545455,1.1933179466347241,1.0
13.288177339901479,1.1227299062286724,1.0
-5.9879518072289155,1.2063769275286844,1.0
30.2046004842615,1.0747771602321938,1.0
-25.324817518248175,1.560977996987045,1.0
-29.609442060085836,1.0649235796129628,1.0
-21.824786324786324,1.20959432172016,1.0
-6.1525,1.2373221642408263,1.0
-40.17948717948718,1.5410035924846424,1.0
4.0906666666666665,1.3618699627808633,1.0
22.8046875,1.1745090913925513,1.0
-14.87557603686636,1.346573364716859,1.0
18.211382113821138,1.631274486045469,1.0
-42.14462809917355,1.283751866632742,1.0
8.284210526315789,1.0557449903448535,1.0
-7.711382113821138,1.3294237642350124,1.0
16.806192660550458,1.0648041095171332,1.0
41.65489130434783,1.6193992107235227,1.0
-11.605182926829269,1.40765182719335,1.0
38.712201591511935,1.095872673235911,1.0
15.843181818181819,1.2883445181723328,1.0
24.793333333333333,1.2386433758512543,1.0
26.34158415841584,1.1331723563113765,1.0
29.407563025210084,1.453978557049317,1.0
6.371508379888268,1.2603716011426929,1.0
15.979522184300341,1.1102513956697724,1.0
11.083018867924528,1.1895290724151213,1.0
2.503225806451613,1.0457595427132338,1.0
49.52542372881356,1.67724745873208,1.0
