R,G,B,M=maxRGB,m=minRGB,C=M-m,R-(G+B)/2,G-B,G-(R+B)/2,B-R,B-(G+R)/2,R-G,(G-B)/C,(B-R)/C,(R-G)/C,(R+G+B)/3,C/V,W,H,W/H,W*H,fruit
200.63106796116506,193.49514563106797,190.90776699029126,205.35436893203882,183.6359223300971,21.718446601941746,8.429611650485437,2.587378640776699,-2.2742718446601944,-9.723300970873787,-6.155339805825243,7.135922330097087,0.11913276709879303,-0.4476978095663836,0.32856504246759055,195.0113268608414,0.11137018014056109,159.08578806452653,113.37346308980746,1.4032012759326986,18036.10672124653,1.0
212.4,194.10588235294117,144.90196078431373,222.7764705882353,137.75686274509803,85.01960784313725,42.89607843137255,49.20392156862745,15.454901960784314,-67.49803921568628,-58.35098039215686,18.294117647058822,0.5787361623616236,-0.7939114391143912,0.2151752767527675,183.80261437908499,0.4625592956354144,160.60321347795633,94.29492728005076,1.7032009898154288,15144.06833584636,1.0
203.6937799043062,181.50398724082933,113.17543859649123,207.77830940988835,113.17543859649123,94.60287081339713,56.354066985645936,68.32854864433811,23.06937799043062,-90.51834130781499,-79.42344497607655,22.189792663476872,0.722267179175939,-0.9568244655742126,0.23455728639827364,166.1244019138756,0.5694700460829493,264.1878238206614,170.3546712012518,1.5508105645577395,45005.629862343005,1.0
168.5346153846154,211.65384615384616,146.47307692307692,214.39615384615385,142.3923076923077,72.00384615384615,-10.528846153846153,65.18076923076923,54.15,-22.06153846153846,-43.621153846153845,-43.11923076923077,0.905240104695262,-0.3063938892153197,-0.5988462154799423,175.55384615384617,0.41015248444483393,138.58738611339732,77.97448958243167,1.7773426521360935,10806.280694755535,1.0
201.2992700729927,237.8102189781022,199.05109489051094,238.28467153284672,193.2189781021898,45.065693430656935,-17.131386861313867,38.75912408759124,37.63503649635037,-2.2481751824817517,-20.503649635036496,-36.51094890510949,0.8600583090379008,-0.04988662131519274,-0.8101716877227081,212.72019464720194,0.21185432584526698,86.81931727401793,42.409340167878945,2.047174441534352,3681.949959416835,1.0
203.86111111111111,197.0462962962963,138.59259259259258,214.59259259259258,138.4537037037037,76.13888888888889,36.041666666666664,58.4537037037037,25.819444444444443,-65.26851851851852,-61.861111111111114,6.814814814814815,0.7677246746929345,-0.85722972151283,0.08950504681989542,179.8333333333333,0.4233858510966946,87.08835605779926,61.59197953348865,1.4139561143744013,5363.944243917144,1.0
218.3918918918919,184.2027027027027,183.09121621621622,219.4222972972973,179.2668918918919,40.1554054054054,34.744932432432435,1.1114864864864864,-16.53885135135135,-35.30067567567568,-18.20608108108108,34.189189189189186,0.02767962308598351,-0.8791014639071177,0.851421840821134,195.22860360360363,0.2056840271568904,156.70714389789396,126.59052725976494,1.2379057682280559,19837.639971406254,1.0
198.03468208092485,197.08092485549133,195.35260115606937,207.21965317919074,186.49132947976878,20.728323699421967,1.8179190751445087,1.7283236994219653,0.3872832369942196,-2.6820809248554913,-2.2052023121387285,0.953757225433526,0.0833798103736754,-0.1293920803123257,0.046012269938650305,196.82273603082848,0.10531468120723246,105.5572880027434,97.38407954848617,1.0839275628229141,10279.599331781628,1.0
188.20790378006873,227.1168384879725,142.6168384879725,228.56529209621993,142.1426116838488,86.42268041237114,3.34106529209622,84.5,61.70446735395189,-45.59106529209622,-65.04553264604812,-38.90893470790378,0.977752594536562,-0.5275358861187324,-0.45021670841782974,185.98052691867125,0.4646867166376162,187.48196700809993,170.8730915660631,1.0972000640347488,32035.62331556068,1.0
179.6909090909091,185.75454545454545,180.29090909090908,192.8181818181818,169.79090909090908,23.027272727272727,-3.331818181818182,5.463636363636364,5.763636363636364,0.6,-2.4318181818181817,-6.0636363636363635,0.23726806158705094,0.026056060007895773,-0.26332412159494667,181.9121212121212,0.12658459795772184,101.00099119141893,91.9008346790961,1.0990214783587027,9282.075393907433,1.0
214.68263473053892,229.53293413173654,161.4191616766467,232.125748502994,160.78443113772454,71.34131736526946,19.206586826347305,68.11377245508982,41.48203592814371,-53.26347305389221,-60.68862275449102,-14.850299401197605,0.9547591069330199,-0.7466006379049857,-0.20815846902803425,201.87824351297408,0.3533878446920635,109.03347258753143,91.39563957513695,1.1929833096456894,9965.183962235598,1.0
178.51548672566372,216.09070796460176,147.73893805309734,218.3296460176991,143.90486725663717,74.42477876106194,-3.399336283185841,68.35176991150442,52.96349557522124,-30.77654867256637,-49.5641592920354,-37.575221238938056,0.9184007134363852,-0.413525564803805,-0.5048751486325803,180.78171091445427,0.4116831198498817,160.85547396769263,144.50440523318696,1.1131527354347428,23244.324594203812,1.0
190.87387387387386,189.21621621621622,180.66666666666666,200.42342342342343,171.45045045045046,28.972972972972972,5.9324324324324325,8.54954954954955,3.445945945945946,-10.207207207207206,-9.378378378378379,1.6576576576576576,0.29508706467661694,-0.3523009950248756,0.05721393034825871,186.918918918919,0.15500289184499705,90.26787277924412,72.79156575325948,1.2400869777306869,6570.739796817209,1.0
172.703125,214.98958333333334,163.88020833333334,218.61979166666666,156.41666666666666,62.203125,-16.731770833333332,51.109375,46.697916666666664,-8.822916666666666,-29.966145833333332,-42.286458333333336,0.8216528510424517,-0.14184040860755254,-0.6798124424348991,183.85763888888889,0.33832222243205984,97.79112567894485,78.20096246282063,1.2505105129037004,7647.360148416141,1.0
207.83333333333334,186.46,161.9,209.58666666666667,160.32666666666665,49.26,33.653333333333336,24.56,1.5933333333333333,-45.93333333333333,-35.24666666666667,21.373333333333335,0.4985789687373122,-0.9324671809446474,0.43388821220733526,185.39777777777775,0.2656989775737454,144.7515889979987,103.05469817474501,1.4046093148761665,14917.331314503497,1.0
207.9639889196676,225.55678670360112,164.53462603878117,229.207756232687,162.2409972299169,66.96675900277009,12.918282548476455,61.02216066481994,39.307479224376735,-43.42936288088643,-52.22576177285318,-17.592797783933516,0.9112306101344363,-0.6485211995863496,-0.26270941054808683,199.35180055401662,0.33592251896729014,169.90417077419195,104.27290482916473,1.629418218016982,17716.401429215468,1.0
203.59016393442624,184.2295081967213,182.4153005464481,208.63934426229508,174.36065573770492,34.278688524590166,20.26775956284153,1.814207650273224,-8.773224043715848,-21.174863387978142,-11.494535519125684,19.360655737704917,0.052925235134704283,-0.6177267655029491,0.5648015303682448,190.07832422586517,0.18033980815117923,164.0045465381875,104.37665858265436,1.5712760761383704,17118.246560019445,1.0
181.03346456692913,180.1801181102362,136.88287401574803,185.375,136.8503937007874,48.5246062992126,22.501968503937007,43.29724409448819,21.221948818897637,-44.150590551181104,-43.723917322834644,0.8533464566929134,0.8922739903855906,-0.9098598405711852,0.017585850185594613,166.03215223097115,0.29226029806388887,295.30460662806195,295.06277247044625,1.0008196024038916,87133.39595497047,1.0
159.2021484375,162.7685546875,128.56640625,166.095703125,128.56640625,37.529296875,13.53466796875,34.2021484375,18.88427734375,-30.6357421875,-32.4189453125,-3.56640625,0.9113453031485819,-0.8163153786104606,-0.09502992453812126,150.17903645833331,0.24989704129186088,295.4589650019102,295.4589650019102,1.0,87296.0,1.0
221.65405405405406,189.83783783783784,82.35675675675675,226.26216216216216,82.35675675675675,143.90540540540542,85.55675675675676,107.48108108108109,37.832432432432434,-139.2972972972973,-123.3891891891892,31.816216216216215,0.7468870316461639,-0.9679782139167996,0.2210911822706357,164.61621621621623,0.8741872988769948,195.9904860447786,163.38153713693822,1.1995877225742417,32021.226874211567,1.0
207.7,183.21333333333334,175.94666666666666,212.98,168.61333333333334,44.36666666666667,28.12,7.266666666666667,-8.61,-31.753333333333334,-19.51,24.486666666666668,0.16378662659654394,-0.715702479338843,0.551915852742299,188.95333333333335,0.23480224394030272,100.70100472345304,80.3650482549499,1.2530447863851135,8092.841103922241,1.0
226.93296089385476,224.92737430167597,169.77653631284917,233.7094972067039,169.7709497206704,63.93854748603352,29.58100558659218,55.150837988826815,26.57262569832402,-57.15642458100559,-56.1536312849162,2.005586592178771,0.8625600698995194,-0.8939274792485802,0.031367409349060724,207.2122905027933,0.30856542018279365,180.19982819298403,74.87464098981124,2.406687041310892,13492.397442375344,1.0
198.90452261306532,135.70854271356785,157.79396984924622,209.47236180904522,131.17085427135677,78.30150753768844,52.153266331658294,-22.08542713567839,-42.64070351758794,-41.11055276381909,-9.512562814070352,63.19597989949749,-0.28205621871390063,-0.5250288794763188,0.8070850981902196,164.13567839195977,0.47705354682668466,112.74408885951135,96.95088418795646,1.162899026696208,10930.639101895158,1.0
217.23963133640552,221.0921658986175,165.18433179723502,228.3917050691244,162.8847926267281,65.50691244239631,24.101382488479263,55.90783410138249,29.880184331797235,-52.055299539170505,-53.9815668202765,-3.8525345622119818,0.8534646500175871,-0.7946535349982413,-0.058811115019345765,201.1720430107527,0.32562632193825736,121.61142786742509,67.45605679419138,1.802824440783159,8203.427385047737,1.0
210.30738522954093,207.7624750499002,103.39920159680639,223.79241516966067,101.88023952095809,121.9121756487026,54.72654690618762,104.36327345309381,50.909181636726544,-106.90818363273453,-105.63572854291417,2.5449101796407185,0.8560529159435475,-0.8769278627328989,0.02087494678935132,173.82302062541586,0.7013580549346234,197.94955214703342,153.95510516247032,1.285761533780483,30475.344117660432,1.0
187.90594059405942,221.3638613861386,137.82178217821783,222.99752475247524,136.12871287128712,86.86881188118812,8.313118811881187,83.54207920792079,58.5,-50.084158415841586,-66.81311881188118,-33.45792079207921,0.9617039464311156,-0.5765493660065536,-0.38515458042456185,182.3638613861386,0.4763488293179505,153.33705722243917,140.9814233643836,1.087640155441763,21617.676581725413,1.0
198.53225806451613,161.1290322580645,165.3548387096774,201.6290322580645,153.83064516129033,47.79838709677419,35.29032258064516,-4.225806451612903,-20.81451612903226,-33.17741935483871,-14.475806451612904,37.403225806451616,-0.08840897587312299,-0.6941116922557787,0.7825206681289018,175.00537634408605,0.2731252496083069,114.27435931974395,71.66273942166103,1.59461332684141,8189.213634508073,1.0
197.66923076923078,203.06153846153848,122.31538461538462,213.98461538461538,122.31538461538462,91.66923076923077,34.98076923076923,80.74615384615385,43.06923076923077,-75.35384615384615,-78.05,-5.392307692307693,0.8808424939162541,-0.8220189645044894,-0.05882352941176471,174.34871794871793,0.5257809282898994,109.05362000610212,78.30487926949915,1.3926797541028844,8539.430548479664,1.0
173.60176125244618,171.59980430528375,147.1839530332681,175.4207436399217,147.1839530332681,28.23679060665362,14.209882583170254,24.415851272015654,11.206947162426614,-26.41780821917808,-25.416829745596868,2.0019569471624266,0.8646822371612723,-0.935581121352831,0.07089888419155867,164.12850619699935,0.1720407457602868,295.45849376670384,295.3356337837366,1.0004160012166265,87259.42151337767,1.0
217.84131736526948,203.62275449101796,148.61676646706587,225.96107784431138,148.61676646706587,77.3443113772455,41.721556886227546,55.0059880239521,20.393712574850298,-69.22455089820359,-62.115269461077844,14.218562874251496,0.7111833701080015,-0.8950180002322611,0.18383463012425968,190.0269461077844,0.4070175991428887,174.89946474018183,129.4658324983704,1.3509314493643203,22643.50480610702,1.0
202.16037735849056,210.50943396226415,174.50943396226415,216.20754716981133,172.22641509433961,43.9811320754717,9.650943396226415,36.0,22.17452830188679,-27.650943396226417,-31.82547169811321,-8.349056603773585,0.8185328185328186,-0.6287001287001287,-0.18983268983268983,195.72641509433961,0.2247071865811925,108.1443047652072,27.946004332833336,3.86975910678401,3022.201209539729,1.0
210.06796116504853,207.20388349514562,175.2588996763754,218.11650485436894,168.23624595469255,49.88025889967638,18.836569579288025,31.944983818770226,14.540453074433657,-34.80906148867314,-33.37702265372168,2.8640776699029127,0.6404334003763057,-0.6978524622072276,0.05741906183092195,197.51024811218986,0.2525451685491447,178.43216210554795,151.28567384950892,1.1794385916742052,26994.22988056263,1.0
175.87878787878788,192.24242424242425,123.88383838383838,199.7929292929293,122.83333333333333,76.95959595959596,17.815656565656564,68.35858585858585,42.361111111111114,-51.994949494949495,-60.176767676767675,-16.363636363636363,0.8882399264995405,-0.675613597584985,-0.2126263289145557,164.00168350168352,0.469261011938368,100.3342092462429,96.19603821396417,1.0430181025030822,9651.75342681946,1.0
